Lincoln Theatre,v-fandango_aalbx,http://www.fandango.com/limonlincolntheatre_aalbx/theaterpage,http://www.fandango.com/limonlincolntheatre_aalbx/theaterpage,,715.775.2114,245 E Ave,,Limon,CO,80828,US,39.26209940,-103.68791050
AMC Bowles Crossing 12,v-fandango_aabat,http://www.fandango.com/littletonamcbowlescrossing12_aabat/theaterpage,http://www.fandango.com/littletonamcbowlescrossing12_aabat/theaterpage,,303.973.9251,8035 W. Bowles Ave. Located on Bowles and Wadsworth,,Littleton,CO,80123,US,39.61660370,-105.06743170
Elvis Cinemas,v-fandango_aaovg,http://www.fandango.com/littletonelviscinemas_aaovg/theaterpage,http://www.fandango.com/littletonelviscinemas_aaovg/theaterpage,,303.948.5555,6014 S. Kipling,,Littleton,CO,80127,US,39.60848190,-105.10986560
UA Meadows Stadium 12,v-fandango_aajjh,http://www.fandango.com/littletonuameadows12_aajjh/theaterpage,http://www.fandango.com/littletonuameadows12_aajjh/theaterpage,,303.706.1833,9355 Park Meadows Drive,,Littleton,CO,80124,US,39.5553460,-104.8830840
UA Twin Peaks 10,v-fandango_aahtu,http://www.fandango.com/longmontuatwinpeaks10_aahtu/theaterpage,http://www.fandango.com/longmontuatwinpeaks10_aahtu/theaterpage,,303.651.2434,1250 S. Hover Road,,Longmont,CO,80501,US,40.1436110,-105.12964150
Regal Colony Square Stadium 12,v-fandango_aabnq,http://www.fandango.com/louisvilleregalcolonysquarestadium12_aabnq/theaterpage,http://www.fandango.com/louisvilleregalcolonysquarestadium12_aabnq/theaterpage,,303.926.0661,1164 W. Dillon Road Located on  Hwy 36 / Louisville exit,,Louisville,CO,80027,US,39.9777630,-105.13192960
Trans-Lux Metrolux 12,v-fandango_aahtv,http://www.fandango.com/lovelandtransluxmetrolux12_aahtv/theaterpage,http://www.fandango.com/lovelandtransluxmetrolux12_aahtv/theaterpage,,970.593.1881,6085 Sky Pond Dr.,,Loveland,CO,80538,US,40.41049830,-104.98779790
Star Drive-In,v-fandango_aappv,http://www.fandango.com/montevistastardrivein_aappv/theaterpage,http://www.fandango.com/montevistastardrivein_aappv/theaterpage,,719.852.2613,2830 US Highway 160,,Monte Vista,CO,81144,US,37.5811550,-106.2049620
Vali Theatre,v-fandango_aakut,http://www.fandango.com/montevistavalitheatre_aakut/theaterpage,http://www.fandango.com/montevistavalitheatre_aakut/theaterpage,,970.852.2811,139 Adams St.,,Monte Vista,CO,81144,US,37.57967420,-106.14694850
Fox Cinema Center,v-fandango_aatco,http://www.fandango.com/montrosefoxcinemacenter_aatco/theaterpage,http://www.fandango.com/montrosefoxcinemacenter_aatco/theaterpage,,970.249.8211,27 S. Cascade Ave.,,Montrose,CO,81401,US,38.4791970,-107.8758470
San Juan Cinema,v-fandango_aavuf,http://www.fandango.com/montrosesanjuancinema_aavuf/theaterpage,http://www.fandango.com/montrosesanjuancinema_aavuf/theaterpage,,970.252.9096,1869 E. Main St.,,Montrose,CO,81401,US,38.48834280,-107.85777730
Red Rocks Amphitheatre,v-fandango_aarai,http://www.fandango.com/morrisonredrocksamphitheatre_aarai/theaterpage,http://www.fandango.com/morrisonredrocksamphitheatre_aarai/theaterpage,,,18300 W. Alameda Parkway,,Morrison,CO,80465,US,39.66773999999999,-105.2089690
Liberty Theatre,v-fandango_aakuu,http://www.fandango.com/pagosaspringslibertytheatre_aakuu/theaterpage,http://www.fandango.com/pagosaspringslibertytheatre_aakuu/theaterpage,,970.264.4578,418 N. Pagosa Blvd.,,Pagosa Springs,CO,81147,US,37.25725660,-107.08636760
Paradise Theatre,v-fandango_aakuq,http://www.fandango.com/paoniaparadisetheatre_aakuq/theaterpage,http://www.fandango.com/paoniaparadisetheatre_aakuq/theaterpage,,970.527.6610,215 Grand Ave.,,Paonia,CO,81428,US,38.86799999999999,-107.5970
AMC Twenty Mile 10,v-fandango_aaqps,http://www.fandango.com/parkeramctwentymile10_aaqps/theaterpage,http://www.fandango.com/parkeramctwentymile10_aaqps/theaterpage,,303.840.2551,18625 E. Stage Run Road Located  on Main Street at Dransfeldt in Parker,,Parker,CO,80134,US,39.51860020,-104.76136330
Wildlife Experience Iwerks Theater,v-fandango_aaqmk,http://www.fandango.com/parkerwildlifeexperienceiwerkstheater_aaqmk/theaterpage,http://www.fandango.com/parkerwildlifeexperienceiwerkstheater_aaqmk/theaterpage,,of.I.25,,,,,,US,,
Cinemark Tinseltown,v-fandango_aaiql,http://www.fandango.com/pueblocinemarktinseltown_aaiql/theaterpage,http://www.fandango.com/pueblocinemarktinseltown_aaiql/theaterpage,,719.562.9053,4140 North Freeway Eagleridge Shopping Center,,Pueblo,CO,81008,US,38.25444720,-104.60914090
Mesa Drive-In,v-fandango_aamsb,http://www.fandango.com/pueblomesadrivein_aamsb/theaterpage,http://www.fandango.com/pueblomesadrivein_aamsb/theaterpage,,719.542.3345,2700 Santa Fe Drive,,Pueblo,CO,81006,US,38.24549250,-104.56334010
Rifle Creek Theatre,v-fandango_aatel,http://www.fandango.com/rifleriflecreektheatre_aatel/theaterpage,http://www.fandango.com/rifleriflecreektheatre_aatel/theaterpage,,970.625.2323,132 E. 4th Street,,Rifle,CO,81650,US,39.5328260,-107.7824820
Grand Theatre,v-fandango_aappw,http://www.fandango.com/rockyfordgrandtheatre_aappw/theaterpage,http://www.fandango.com/rockyfordgrandtheatre_aappw/theaterpage,,719.254.6006,405 S Main St,,Rocky Ford,CO,81067,US,38.05120429999999,-103.72088750
Storyville Cinema,v-fandango_aaonw,http://www.fandango.com/salidastoryvillecinema_aaonw/theaterpage,http://www.fandango.com/salidastoryvillecinema_aaonw/theaterpage,,719.539.7002,135 West First Street,,Salida,CO,81201,US,38.53658410,-105.99247040
Cinderella City Drive-In,v-fandango_aaauc,http://www.fandango.com/sheridancinderellacitydrivein_aaauc/theaterpage,http://www.fandango.com/sheridancinderellacitydrivein_aaauc/theaterpage,,303.761.8232,3400 S. Platte River Dr.,,Sheridan,CO,80110,US,39.6549410,-105.0035780
Regal River Point Stadium 14,v-fandango_aavkz,http://www.fandango.com/sheridanregalriverpointstadium14_aavkz/theaterpage,http://www.fandango.com/sheridanregalriverpointstadium14_aavkz/theaterpage,,303.761.6651,3565 S. Platte River Drive,,Sheridan,CO,80110,US,39.6527420,-105.0087090
Capitol Theatre,v-fandango_aalce,http://www.fandango.com/springfieldcapitoltheatre_aalce/theaterpage,http://www.fandango.com/springfieldcapitoltheatre_aalce/theaterpage,,719.523.4161,149 E 9th Ave,,Springfield,CO,81073,US,37.40513220,-102.61589870
Carmike Chief Plaza 4,v-fandango_aajsc,http://www.fandango.com/steamboatspringscarmikechiefplaza4_aajsc/theaterpage,http://www.fandango.com/steamboatspringscarmikechiefplaza4_aajsc/theaterpage,,970.879.0183,813 Lincoln,,Steamboat Springs,CO,80477,US,40.48625699999999,-106.8351960
Wildhorse Stadium Cinemas,v-fandango_aatzt,http://www.fandango.com/steamboatspringswildhorsestadiumcinemas_aatzt/theaterpage,http://www.fandango.com/steamboatspringswildhorsestadiumcinemas_aatzt/theaterpage,,970.870.8222,US HWY 40 and Mt. Wener Road,,Steamboat Springs,CO,80487,US,40.45989230,-106.82222340
Fox 5 Theatre,v-fandango_aapqj,http://www.fandango.com/sterlingfox4_aapqj/theaterpage,http://www.fandango.com/sterlingfox4_aapqj/theaterpage,,970.522.1719,313 Poplar St,,Sterling,CO,80751,US,40.62525260,-103.20824330
Starlight Drive-In,v-fandango_aapqk,http://www.fandango.com/sterlingstarlightdrivein_aapqk/theaterpage,http://www.fandango.com/sterlingstarlightdrivein_aapqk/theaterpage,,970.522.0211,16653 Hwy 14,,Sterling,CO,80751,US,40.62366740,-103.26447250
The Nugget Theater,v-fandango_aateh,http://www.fandango.com/telluridethenuggettheater_aateh/theaterpage,http://www.fandango.com/telluridethenuggettheater_aateh/theaterpage,,970.728.3030,207 West Colorado Ave.,,Telluride,CO,81435,US,37.93745190,-107.81186430
Cinebarre,v-fandango_aauze,http://www.fandango.com/thorntoncinebarre_aauze/theaterpage,http://www.fandango.com/thorntoncinebarre_aauze/theaterpage,,303.457.1700,10001 Grant St,,Thornton,CO,80229,US,39.8789550,-104.9849830
Cinebarre Thornton Town Center,v-fandango_aaakn,http://www.fandango.com/thorntoncinebarrethorntontowncenter_aaakn/theaterpage,http://www.fandango.com/thorntoncinebarrethorntontowncenter_aaakn/theaterpage,,303.457.1700,10001 Grant St.,,Thornton,CO,80229,US,39.8789550,-104.9849830
Fox Theatre,v-fandango_aakcs,http://www.fandango.com/trinidadfoxtheatre_aakcs/theaterpage,http://www.fandango.com/trinidadfoxtheatre_aakcs/theaterpage,,719.846.2851,423 W. Main St,,Trinidad,CO,81082,US,37.16724760,-104.50869180
Movie Picture Show House,v-fandango_aansb,http://www.fandango.com/trinidadmoviepictureshowhouse_aansb/theaterpage,http://www.fandango.com/trinidadmoviepictureshowhouse_aansb/theaterpage,,719.846.0552,3600 E. Main St,,Trinidad,CO,81082,US,37.18885119999999,-104.47718240
Cascade Village Theater,v-fandango_aaplz,http://www.fandango.com/vailcascadevillagetheater_aaplz/theaterpage,http://www.fandango.com/vailcascadevillagetheater_aaplz/theaterpage,,970.476.5661,1310 Westhaven Dr.,,Vail,CO,81657,US,39.63734190,-106.40339890
Crossroads Cinema,v-fandango_aateo,http://www.fandango.com/vailcrossroadscinema_aateo/theaterpage,http://www.fandango.com/vailcrossroadscinema_aateo/theaterpage,,970.476.5661,141 E. Meadow Drive,,Vail,CO,81657,US,39.64214710,-106.37509130
AMC Orchard 12 Theatres,v-fandango_aauun,http://www.fandango.com/westminsteramcorchard12theatres_aauun/theaterpage,http://www.fandango.com/westminsteramcorchard12theatres_aauun/theaterpage,,888.262.4386,14653 Orchard Parkway,,Westminster,CO,80023,US,39.96151880,-104.99384330
AMC Westminster Promenade 24,v-fandango_aaecn,http://www.fandango.com/westminsteramcwestminsterpromenade24_aaecn/theaterpage,http://www.fandango.com/westminsteramcwestminsterpromenade24_aaecn/theaterpage,,303.439.7014,10655 Westminster Blvd.,,Westminster,CO,80020,US,39.889690,-105.07225690
Westminster 5,v-fandango_aaaly,http://www.fandango.com/westminsterwestminster5_aaaly/theaterpage,http://www.fandango.com/westminsterwestminster5_aaaly/theaterpage,,303.412.8785,5991 W. 88th Ave.,,Westminster,CO,80030,US,39.85659070,-105.06281690
Westminster 6,v-fandango_aaalx,http://www.fandango.com/westminsterwestminster6_aaalx/theaterpage,http://www.fandango.com/westminsterwestminster6_aaalx/theaterpage,,303.412.5502,5523 W. 88th Ave.,,Westminster,CO,80030,US,39.85650980,-105.05765640
Silver Screen Cinema,v-fandango_aarbi,http://www.fandango.com/winterparksilverscreencinema_aarbi/theaterpage,http://www.fandango.com/winterparksilverscreencinema_aarbi/theaterpage,,970.726.5390,Winter Park,,Winter Park,CO,80482,US,39.89017470,-105.7618920
Cliff Theatre,v-fandango_aakup,http://www.fandango.com/wrayclifftheatre_aakup/theaterpage,http://www.fandango.com/wrayclifftheatre_aakup/theaterpage,,970.332.4337,420 Main St.,,Wray,CO,80758,US,40.07736290,-102.22195350
